"Experiment","Worm.Age","Name","WITS.number","DNA","Proportion"
"Exp3",10,"62","6.WITS20",1003.466447,0.0190765788719819
"Exp3",10,"62","7.WITS21",16474.67371,0.313194739453986
"Exp3",10,"62","8.WITS2",35112.35833,0.667509785769186
"Exp3",10,"62","9.WITS1",11.5143652,0.000218895904845938
"Exp3",10,"63","2.WITS19",0,0
"Exp3",10,"63","3.WITS17",0,0
"Exp3",10,"63","4.WITS11",0,0
"Exp3",10,"63","5.WITS13",0,0
"Exp3",10,"63","6.WITS20",509.2642526,0.0193445370544347
"Exp3",10,"63","7.WITS21",9089.888667,0.345281820276477
"Exp3",10,"63","8.WITS2",13214.47763,0.501955420714195
"Exp3",10,"63","9.WITS1",3512.367905,0.133418221954893
"Exp3",10,"64","2.WITS19",0,0
"Exp3",10,"64","3.WITS17",0,0
"Exp3",10,"64","4.WITS11",0,0
"Exp3",10,"64","5.WITS13",0,0
"Exp3",10,"64","6.WITS20",399.7084343,0.0211255902665905
"Exp3",10,"64","7.WITS21",8424.139132,0.445236818590154
"Exp3",10,"64","8.WITS2",10084.63072,0.532997951253369
"Exp3",10,"64","9.WITS1",12.10235812,0.000639639889887269
"Exp3",10,"65","2.WITS19",0,0
"Exp3",10,"65","3.WITS17",0,0
"Exp3",10,"65","4.WITS11",1.148523802,4.07401701295561e-05
"Exp3",10,"65","5.WITS13",4.663586109,0.000165425645653702
"Exp3",10,"65","6.WITS20",1010.435431,0.0358419314359767
"Exp3",10,"65","7.WITS21",13574.77806,0.481521381335173
"Exp3",10,"65","8.WITS2",13585.94963,0.481917656677157
"Exp3",10,"65","9.WITS1",14.45839216,0.000512864735909269
